id,subject_id,label,expected_freq,detected_freq,freq_error,peak_power,snr,accuracy_score,success
2401,S1,Forward,12.0,6.8359375,5.1640625,50.99116348879269,2.5539381660616356,0.0,True
2402,S1,Left,8.0,7.32421875,0.67578125,18.466398568064886,2.9194245267898205,0.662109375,True
2403,S1,Backward,15.0,5.859375,9.140625,8.592513080019595,2.81236610544569,0.0,True
2404,S1,Left,8.0,11.23046875,3.23046875,4.765842447174438,1.4942967948658459,0.0,True
2405,S1,Left,8.0,7.8125,0.1875,21.642530883768245,2.3332712002061737,0.90625,True
2406,S1,Backward,15.0,6.8359375,8.1640625,14.142740195981288,3.6145774190191386,0.0,True
2407,S1,Backward,15.0,6.34765625,8.65234375,102.95744609666531,5.805763016977826,0.0,True
2408,S1,Forward,12.0,6.8359375,5.1640625,110.27910139853203,3.230049305815292,0.0,True
2409,S1,Left,8.0,,,,,0.0,False
2410,S1,Left,8.0,6.8359375,1.1640625,34.4191784672912,2.11912118178826,0.41796875,True
2411,S1,Left,8.0,7.32421875,0.67578125,4.100079662825419,2.3981774587464226,0.662109375,True
2412,S1,Backward,15.0,7.32421875,7.67578125,3.661402068885662,2.6056982664871366,0.0,True
2413,S1,Left,8.0,7.32421875,0.67578125,8.514645052306406,4.76942863613881,0.662109375,True
2414,S1,Forward,12.0,6.8359375,5.1640625,8.615851919710778,3.3803716163626367,0.0,True
2415,S1,Backward,15.0,10.25390625,4.74609375,26.59286386281626,1.368508596778477,0.0,True
2416,S1,Left,8.0,6.8359375,1.1640625,3.37133305573114,1.7562040986258376,0.41796875,True
2417,S1,Left,8.0,7.32421875,0.67578125,6.637720585331423,3.95548648468283,0.662109375,True
2418,S1,Backward,15.0,10.25390625,4.74609375,5.715345789301179,1.69218312117755,0.0,True
2419,S1,Backward,15.0,7.32421875,7.67578125,6.170010251943222,2.910512566496049,0.0,True
2420,S1,Left,8.0,6.8359375,1.1640625,4.791428719692127,3.0495357612087757,0.41796875,True
2421,S1,Right,10.0,5.37109375,4.62890625,144.20175706929572,4.973490440424698,0.0,True
2422,S1,Right,10.0,,,,,0.0,False
2423,S1,Backward,15.0,,,,,0.0,False
2424,S1,Left,8.0,5.37109375,2.62890625,28.408234451285406,4.007796338145242,0.0,True
2425,S1,Right,10.0,7.32421875,2.67578125,8.090646727018237,3.454066139545538,0.0,True
2426,S1,Left,8.0,9.765625,1.765625,4.847056531534899,2.6417080059985882,0.1171875,True
2427,S1,Right,10.0,9.27734375,0.72265625,4.018911433999955,2.6896448475410146,0.638671875,True
2428,S1,Forward,12.0,6.34765625,5.65234375,26.178089118544165,3.447324331978722,0.0,True
2429,S1,Right,10.0,8.7890625,1.2109375,5.334962888995123,2.7641048829085086,0.39453125,True
2430,S1,Right,10.0,9.27734375,0.72265625,5.188514559370269,2.743123479485299,0.638671875,True
2431,S1,Backward,15.0,9.27734375,5.72265625,2.8736565853199885,1.925988405754701,0.0,True
2432,S1,Left,8.0,5.37109375,2.62890625,44.889097253956436,2.982739715971028,0.0,True
2433,S1,Backward,15.0,7.32421875,7.67578125,3.6627414986744946,2.646921057201324,0.0,True
2434,S1,Right,10.0,5.859375,4.140625,41.41463878468655,4.762371436378003,0.0,True
2435,S1,Backward,15.0,9.27734375,5.72265625,6.467841819724566,3.835813083376614,0.0,True
2436,S1,Backward,15.0,7.8125,7.1875,3.411974212822575,1.8723307123275186,0.0,True
2437,S1,Backward,15.0,8.7890625,6.2109375,5.848933764626513,3.1299363452778697,0.0,True
2438,S1,Forward,12.0,7.32421875,4.67578125,4.936595934666818,3.0061600589110324,0.0,True
2439,S1,Backward,15.0,,,,,0.0,False
2440,S1,Left,8.0,9.765625,1.765625,5.595768611006483,3.249158285934756,0.1171875,True
2441,S1,Backward,15.0,19.53125,4.53125,3.726496824587928,1.2804318992256831,0.0,True
2442,S1,Left,8.0,7.32421875,0.67578125,6.819974789972921,2.510237898919397,0.662109375,True
2443,S1,Right,10.0,5.37109375,4.62890625,10.85633499012011,1.9765196153361364,0.0,True
2444,S1,Backward,15.0,8.7890625,6.2109375,5.136322482619469,2.413430346854296,0.0,True
2445,S1,Right,10.0,8.30078125,1.69921875,10.78402167750577,5.126026942172275,0.150390625,True
2446,S1,Right,10.0,6.8359375,3.1640625,8.06212936493051,2.580928277706161,0.0,True
2447,S1,Backward,15.0,7.8125,7.1875,6.900633652763329,4.1105507892145035,0.0,True
2448,S1,Left,8.0,7.32421875,0.67578125,8.678643372512719,4.793947770043999,0.662109375,True
2449,S1,Backward,15.0,5.859375,9.140625,39.53693919764567,9.011436104310702,0.0,True
2450,S1,Left,8.0,6.8359375,1.1640625,3.6766042059635615,2.0832735841166685,0.41796875,True
2451,S1,Backward,15.0,5.859375,9.140625,73.29952606543446,2.874338819685412,0.0,True
2452,S1,Right,10.0,6.8359375,3.1640625,8.022162672381368,1.7990107206325607,0.0,True
2453,S1,Right,10.0,12.6953125,2.6953125,3.0745080691387323,1.5611754028230052,0.0,True
2454,S1,Right,10.0,6.8359375,3.1640625,11.091379952444727,4.785132006513964,0.0,True
2455,S1,Backward,15.0,7.8125,7.1875,4.3859549804653035,2.7955615700811585,0.0,True
2456,S1,Forward,12.0,7.32421875,4.67578125,7.157110557373265,2.2195899660584986,0.0,True
2457,S1,Backward,15.0,7.8125,7.1875,60.10120047659455,1.7191499687134704,0.0,True
2458,S1,Right,10.0,9.765625,0.234375,5.976446883678726,2.484644161240751,0.8828125,True
2459,S1,Left,8.0,9.27734375,1.27734375,10.618434034368915,5.011670397614792,0.361328125,True
2460,S1,Right,10.0,5.37109375,4.62890625,19.725069852681433,1.6977839004707458,0.0,True
2461,S1,Right,10.0,6.8359375,3.1640625,7.2812738927904554,3.4828211089905374,0.0,True
2462,S1,Left,8.0,6.8359375,1.1640625,3.119969257485384,1.6625172771051993,0.41796875,True
2463,S1,Forward,12.0,8.7890625,3.2109375,4.593028488051489,2.817121106757796,0.0,True
2464,S1,Right,10.0,6.8359375,3.1640625,5.43944529434333,2.5561257272158375,0.0,True
2465,S1,Backward,15.0,7.8125,7.1875,5.798447325360134,2.1333933167374233,0.0,True
2466,S1,Left,8.0,8.30078125,0.30078125,5.541917259250293,3.0008198468059635,0.849609375,True
2467,S1,Right,10.0,13.18359375,3.18359375,5.671265701208792,1.6927556205399168,0.0,True
2468,S1,Right,10.0,9.765625,0.234375,5.507942939424524,2.59430086348288,0.8828125,True
2469,S1,Right,10.0,19.53125,9.53125,43.09559475452733,3.2079960274554273,0.0,True
2470,S1,Forward,12.0,6.8359375,5.1640625,4.401680584057618,2.239714836033052,0.0,True
2471,S1,Backward,15.0,6.8359375,8.1640625,4.129419911993227,1.6915736339446326,0.0,True
2472,S1,Backward,15.0,11.71875,3.28125,5.191518739730725,1.8066575808053755,0.0,True
2473,S1,Right,10.0,9.765625,0.234375,4.125322637459296,2.0212888253544588,0.8828125,True
2474,S1,Right,10.0,7.32421875,2.67578125,4.956671175835157,2.154331386627301,0.0,True
2475,S1,Backward,15.0,7.8125,7.1875,5.065628607158354,1.823174569695878,0.0,True
